ID,sex,Language,Name,Script,Family,Autotyp_Area,trial,Condition,match
EE_2057608,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,2,l,TRUE
EE_2057838,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,1,l,TRUE
EE_2057838,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,2,r,TRUE
EE_2057944,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,1,l,TRUE
EE_2057944,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,2,r,FALSE
EE_2058050,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,1,l,FALSE
EE_2058050,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,2,r,TRUE
EE_2058156,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,1,r,TRUE
EE_2058156,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,2,l,TRUE
EE_2058368,M,EE,Estonian,roman,Finno-Ugric,Inner Asia,1,r,TRUE
EE_2058368,M,EE,Estonian,roman,Finno-Ugric,Inner Asia,2,l,TRUE
EE_2058474,M,IT,Italian,roman,IE,Europe,1,l,TRUE
EE_2058474,M,IT,Italian,roman,IE,Europe,2,r,TRUE
EE_2058528,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,1,l,TRUE
EE_2058528,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,2,r,TRUE
EE_2058541,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,1,l,TRUE
EE_2058541,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,2,r,TRUE
EE_2058608,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,1,l,TRUE
EE_2058608,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,2,r,TRUE
EE_2058898,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,1,r,TRUE
EE_2058898,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,2,l,TRUE
EE_2059007,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,1,r,FALSE
EE_2059007,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,2,l,FALSE
EE_2059148,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,1,r,TRUE
EE_2059148,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,2,l,TRUE
EE_2059273,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,1,r,TRUE
EE_2059273,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,2,l,TRUE
EE_2059385,F,PL,Polish,roman,IE,Europe,1,l,TRUE
EE_2059385,F,PL,Polish,roman,IE,Europe,2,r,TRUE
EE_2059514,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,1,l,TRUE
EE_2059514,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,2,r,TRUE
EE_2059608,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,1,l,TRUE
EE_2059608,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,2,r,TRUE
EE_2059961,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,1,l,TRUE
EE_2059961,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,2,r,TRUE
EE_2060175,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,1,r,TRUE
EE_2060175,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,2,l,TRUE
EE_2060749,F,IT,Italian,roman,IE,Europe,1,l,TRUE
EE_2060749,F,IT,Italian,roman,IE,Europe,2,r,TRUE
EE_2061100,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,1,r,TRUE
EE_2061100,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,2,l,TRUE
EE_2061228,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,1,l,TRUE
EE_2061228,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,2,r,TRUE
EE_2061330,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,1,r,TRUE
EE_2061330,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,2,l,TRUE
EE_2062178,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,1,r,TRUE
EE_2062178,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,2,l,TRUE
EE_2062405,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,1,l,TRUE
EE_2062405,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,2,r,TRUE
EE_2063434,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,1,l,FALSE
EE_2063434,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,2,r,TRUE
EE_2063750,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,1,l,TRUE
EE_2063750,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,2,r,TRUE
EE_2063940,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,1,r,TRUE
EE_2063940,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,2,l,TRUE
EE_2065426,F,RU,Russian,different,IE,Inner Asia,1,r,TRUE
EE_2065426,F,RU,Russian,different,IE,Inner Asia,2,l,TRUE
EE_2067135,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,1,r,TRUE
EE_2067135,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,2,l,TRUE
EE_2067986,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,1,r,TRUE
EE_2067986,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,2,l,TRUE
EE_2071211,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,1,l,TRUE
EE_2071211,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,2,r,TRUE
EE_2093288,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,1,l,TRUE
EE_2093288,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,2,r,TRUE
EE_2109632,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,1,r,TRUE
EE_2109632,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,2,l,TRUE
EE_2190350,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,1,r,TRUE
EE_2190350,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,2,l,TRUE
EN_1993336,F,PL,Polish,roman,IE,Europe,1,l,TRUE
EN_1993336,F,PL,Polish,roman,IE,Europe,2,r,TRUE
EN_2007249,M,EN,English,roman,IE,Europe,1,r,TRUE
EN_2007249,M,EN,English,roman,IE,Europe,2,l,TRUE
EN_2009360,F,EN,English,roman,IE,Europe,1,r,TRUE
EN_2009360,F,EN,English,roman,IE,Europe,2,l,TRUE
EN_2009682,F,EN,English,roman,IE,Europe,1,l,TRUE
EN_2009682,F,EN,English,roman,IE,Europe,2,r,TRUE
EN_2011604,M,EN,English,roman,IE,Europe,1,r,TRUE
EN_2011604,M,EN,English,roman,IE,Europe,2,l,TRUE
EN_2012604,F,EN,English,roman,IE,Europe,1,r,TRUE
EN_2012604,F,EN,English,roman,IE,Europe,2,l,TRUE
EN_2014133,M,DE,German,roman,IE,Europe,1,l,TRUE
EN_2014133,M,DE,German,roman,IE,Europe,2,r,TRUE
EN_2015517,F,EN,English,roman,IE,Europe,1,r,TRUE
EN_2015517,F,EN,English,roman,IE,Europe,2,l,TRUE
EN_2017753,F,ES,Spanish,roman,IE,Europe,1,r,FALSE
EN_2017753,F,ES,Spanish,roman,IE,Europe,2,l,FALSE
EN_2025215,M,CN,Chinese,different,Sino-Tibetan,Southeast Asia,1,l,TRUE
EN_2025215,M,CN,Chinese,different,Sino-Tibetan,Southeast Asia,2,r,FALSE
EN_2026714,F,EN,English,roman,IE,Europe,1,r,TRUE
EN_2026714,F,EN,English,roman,IE,Europe,2,l,TRUE
EN_2027185,F,EN,English,roman,IE,Europe,1,r,TRUE
EN_2027185,F,EN,English,roman,IE,Europe,2,l,TRUE
EN_2029222,M,EN,English,roman,IE,Europe,1,r,TRUE
EN_2029222,M,EN,English,roman,IE,Europe,2,l,TRUE
EN_2029328,M,EN,English,roman,IE,Europe,1,r,TRUE
EN_2029328,M,EN,English,roman,IE,Europe,2,l,TRUE
EN_2029434,M,EN,English,roman,IE,Europe,1,r,TRUE
EN_2029434,M,EN,English,roman,IE,Europe,2,l,TRUE
EN_2029531,F,EN,English,roman,IE,Europe,1,l,TRUE
EN_2029531,F,EN,English,roman,IE,Europe,2,r,TRUE
EN_2029633,M,ES,Spanish,roman,IE,Europe,1,l,TRUE
EN_2029633,M,ES,Spanish,roman,IE,Europe,2,r,TRUE
EN_2029682,M,EN,English,roman,IE,Europe,1,r,TRUE
EN_2029682,M,EN,English,roman,IE,Europe,2,l,TRUE
EN_2029700,F,EN,English,roman,IE,Europe,1,r,TRUE
EN_2029700,F,EN,English,roman,IE,Europe,2,l,TRUE
EN_2029922,F,EN,English,roman,IE,Europe,1,r,TRUE
EN_2029922,F,EN,English,roman,IE,Europe,2,l,TRUE
EN_2030058,F,EN,English,roman,IE,Europe,1,r,TRUE
EN_2030058,F,EN,English,roman,IE,Europe,2,l,FALSE
EN_2030330,M,EN,English,roman,IE,Europe,1,l,TRUE
EN_2030330,M,EN,English,roman,IE,Europe,2,r,TRUE
EN_2030515,M,EN,English,roman,IE,Europe,1,r,TRUE
EN_2030515,M,EN,English,roman,IE,Europe,2,l,TRUE
EN_2030623,F,EN,English,roman,IE,Europe,1,r,TRUE
EN_2030623,F,EN,English,roman,IE,Europe,2,l,TRUE
EN_2030766,F,ES,Spanish,roman,IE,Europe,1,l,TRUE
EN_2030766,F,ES,Spanish,roman,IE,Europe,2,r,TRUE
EN_2030899,F,ES,Spanish,roman,IE,Europe,1,r,TRUE
EN_2030899,F,ES,Spanish,roman,IE,Europe,2,l,TRUE
EN_2031042,M,IT,Italian,roman,IE,Europe,1,r,TRUE
EN_2031042,M,IT,Italian,roman,IE,Europe,2,l,TRUE
EN_2031091,M,RU,Russian,different,IE,Inner Asia,1,l,TRUE
EN_2031091,M,RU,Russian,different,IE,Inner Asia,2,r,TRUE
EN_2031265,F,EN,English,roman,IE,Europe,1,l,TRUE
EN_2031265,F,EN,English,roman,IE,Europe,2,r,TRUE
EN_2031376,F,IT,Italian,roman,IE,Europe,1,l,TRUE
EN_2031376,F,IT,Italian,roman,IE,Europe,2,r,TRUE
EN_2031526,F,EN,English,roman,IE,Europe,1,l,TRUE
EN_2031526,F,EN,English,roman,IE,Europe,2,r,TRUE
EN_2031667,F,EN,English,roman,IE,Europe,1,r,TRUE
EN_2031667,F,EN,English,roman,IE,Europe,2,l,TRUE
EN_2031862,M,EN,English,roman,IE,Europe,1,r,TRUE
EN_2031862,M,EN,English,roman,IE,Europe,2,l,TRUE
EN_2032036,F,PL,Polish,roman,IE,Europe,1,r,TRUE
EN_2032036,F,PL,Polish,roman,IE,Europe,2,l,TRUE
EN_2032142,F,EN,English,roman,IE,Europe,1,r,TRUE
EN_2032142,F,EN,English,roman,IE,Europe,2,l,TRUE
EN_2032308,F,EN,English,roman,IE,Europe,1,r,TRUE
EN_2032308,F,EN,English,roman,IE,Europe,2,l,TRUE
EN_2032689,M,EN,English,roman,IE,Europe,1,l,TRUE
EN_2032689,M,EN,English,roman,IE,Europe,2,r,TRUE
EN_2032799,M,EN,English,roman,IE,Europe,1,l,TRUE
EN_2032799,M,EN,English,roman,IE,Europe,2,r,TRUE
EN_2033313,F,PL,Polish,roman,IE,Europe,1,r,TRUE
EN_2033313,F,PL,Polish,roman,IE,Europe,2,l,TRUE
EN_2033419,F,PT,Portuguese,roman,IE,Europe,1,l,TRUE
EN_2033419,F,PT,Portuguese,roman,IE,Europe,2,r,TRUE
EN_2033459,M,SE,Swedish,roman,IE,Europe,1,l,TRUE
EN_2033459,M,SE,Swedish,roman,IE,Europe,2,r,TRUE
EN_2033631,M,ES,Spanish,roman,IE,Europe,1,l,TRUE
EN_2033631,M,ES,Spanish,roman,IE,Europe,2,r,TRUE
EN_2033751,F,IT,Italian,roman,IE,Europe,1,r,TRUE
EN_2033751,F,IT,Italian,roman,IE,Europe,2,l,TRUE
EN_2033881,M,EN,English,roman,IE,Europe,1,r,TRUE
EN_2033881,M,EN,English,roman,IE,Europe,2,l,TRUE
EN_2033987,M,ES,Spanish,roman,IE,Europe,1,r,TRUE
EN_2033987,M,ES,Spanish,roman,IE,Europe,2,l,TRUE
EN_2034548,F,EN,English,roman,IE,Europe,1,l,TRUE
EN_2034548,F,EN,English,roman,IE,Europe,2,r,TRUE
EN_2034937,M,EN,English,roman,IE,Europe,1,r,TRUE
EN_2034937,M,EN,English,roman,IE,Europe,2,l,TRUE
EN_2035441,F,EN,English,roman,IE,Europe,1,l,TRUE
EN_2035441,F,EN,English,roman,IE,Europe,2,r,TRUE
EN_2035547,F,DE,German,roman,IE,Europe,1,r,TRUE
EN_2035547,F,DE,German,roman,IE,Europe,2,l,TRUE
EN_2035653,F,EN,English,roman,IE,Europe,1,r,TRUE
EN_2035653,F,EN,English,roman,IE,Europe,2,l,TRUE
EN_2036332,M,ZU,Zulu,roman,Benue-Congo,S Africa,1,l,FALSE
EN_2036332,M,ZU,Zulu,roman,Benue-Congo,S Africa,2,r,TRUE
EN_2038609,F,EN,English,roman,IE,Europe,1,r,TRUE
EN_2038609,F,EN,English,roman,IE,Europe,2,l,TRUE
EN_2039215,M,EN,English,roman,IE,Europe,1,r,TRUE
EN_2039215,M,EN,English,roman,IE,Europe,2,l,TRUE
EN_2040072,F,DE,German,roman,IE,Europe,1,r,TRUE
EN_2040072,F,DE,German,roman,IE,Europe,2,l,FALSE
EN_2043021,M,EE,Estonian,roman,Finno-Ugric,Inner Asia,1,r,TRUE
EN_2043021,M,EE,Estonian,roman,Finno-Ugric,Inner Asia,2,l,TRUE
EN_2043774,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,1,l,TRUE
EN_2043774,F,EE,Estonian,roman,Finno-Ugric,Inner Asia,2,r,TRUE
EN_2044492,M,DE,German,roman,IE,Europe,1,r,TRUE
EN_2044492,M,DE,German,roman,IE,Europe,2,l,TRUE
EN_2049534,M,EN,English,roman,IE,Europe,1,l,TRUE
EN_2049534,M,EN,English,roman,IE,Europe,2,r,TRUE
EN_2056487,F,EN,English,roman,IE,Europe,1,l,TRUE
EN_2056487,F,EN,English,roman,IE,Europe,2,r,TRUE
EN_2067029,F,EN,English,roman,IE,Europe,1,l,TRUE
EN_2067029,F,EN,English,roman,IE,Europe,2,r,TRUE
EN_2072464,M,ES,Spanish,roman,IE,Europe,1,r,TRUE
EN_2072464,M,ES,Spanish,roman,IE,Europe,2,l,TRUE
EN_2075768,F,EN,English,roman,IE,Europe,1,l,TRUE
EN_2075768,F,EN,English,roman,IE,Europe,2,r,TRUE
EN_2086628,F,TH,Thai,different,Tai-Kadai,Southeast Asia,1,r,TRUE
EN_2086628,F,TH,Thai,different,Tai-Kadai,Southeast Asia,2,l,TRUE
EN_2094717,M,PT,Portuguese,roman,IE,Europe,1,l,TRUE
EN_2094717,M,PT,Portuguese,roman,IE,Europe,2,r,TRUE
ES_2048974,F,ES,Spanish,roman,IE,Europe,1,r,TRUE
ES_2048974,F,ES,Spanish,roman,IE,Europe,2,l,TRUE
ES_2064046,F,ES,Spanish,roman,IE,Europe,1,r,TRUE
ES_2064046,F,ES,Spanish,roman,IE,Europe,2,l,TRUE
ES_2064970,M,ES,Spanish,roman,IE,Europe,1,r,TRUE
ES_2064970,M,ES,Spanish,roman,IE,Europe,2,l,TRUE
ES_2065961,F,ES,Spanish,roman,IE,Europe,1,l,TRUE
ES_2065961,F,ES,Spanish,roman,IE,Europe,2,r,TRUE
ES_2066170,M,ES,Spanish,roman,IE,Europe,1,l,TRUE
ES_2066170,M,ES,Spanish,roman,IE,Europe,2,r,TRUE
ES_2071528,M,ES,Spanish,roman,IE,Europe,1,r,TRUE
ES_2071528,M,ES,Spanish,roman,IE,Europe,2,l,FALSE
ES_2072570,F,ES,Spanish,roman,IE,Europe,1,l,TRUE
ES_2072570,F,ES,Spanish,roman,IE,Europe,2,r,TRUE
ES_2079043,F,ES,Spanish,roman,IE,Europe,1,l,TRUE
ES_2079043,F,ES,Spanish,roman,IE,Europe,2,r,TRUE
ES_2080636,M,ES,Spanish,roman,IE,Europe,1,l,TRUE
ES_2080636,M,ES,Spanish,roman,IE,Europe,2,r,TRUE
ES_2083727,M,ES,Spanish,roman,IE,Europe,1,l,TRUE
ES_2083727,M,ES,Spanish,roman,IE,Europe,2,r,TRUE
ES_2084849,F,ES,Spanish,roman,IE,Europe,1,r,TRUE
ES_2084849,F,ES,Spanish,roman,IE,Europe,2,l,TRUE
ES_2085397,F,ES,Spanish,roman,IE,Europe,1,l,TRUE
ES_2085397,F,ES,Spanish,roman,IE,Europe,2,r,TRUE
ES_2099999,F,ES,Spanish,roman,IE,Europe,1,r,TRUE
ES_2099999,F,ES,Spanish,roman,IE,Europe,2,l,TRUE
ES_2100037,F,ES,Spanish,roman,IE,Europe,1,r,TRUE
ES_2100037,F,ES,Spanish,roman,IE,Europe,2,l,TRUE
ES_2100788,M,ES,Spanish,roman,IE,Europe,1,r,TRUE
ES_2100788,M,ES,Spanish,roman,IE,Europe,2,l,TRUE
ES_2102937,F,ES,Spanish,roman,IE,Europe,1,r,FALSE
ES_2102937,F,ES,Spanish,roman,IE,Europe,2,l,TRUE
ES_2104450,F,ES,Spanish,roman,IE,Europe,1,r,TRUE
ES_2104450,F,ES,Spanish,roman,IE,Europe,2,l,TRUE
ES_2107752,M,ES,Spanish,roman,IE,Europe,1,r,TRUE
ES_2107752,M,ES,Spanish,roman,IE,Europe,2,l,TRUE
ES_2107803,M,ES,Spanish,roman,IE,Europe,1,l,TRUE
ES_2107803,M,ES,Spanish,roman,IE,Europe,2,r,TRUE
ES_2107840,F,ES,Spanish,roman,IE,Europe,1,r,TRUE
ES_2107840,F,ES,Spanish,roman,IE,Europe,2,l,TRUE
ES_2108072,M,ES,Spanish,roman,IE,Europe,1,l,FALSE
ES_2108072,M,ES,Spanish,roman,IE,Europe,2,r,TRUE
ES_2108273,F,ES,Spanish,roman,IE,Europe,1,l,FALSE
ES_2108273,F,ES,Spanish,roman,IE,Europe,2,r,TRUE
ES_2108379,M,ES,Spanish,roman,IE,Europe,1,r,TRUE
ES_2108379,M,ES,Spanish,roman,IE,Europe,2,l,TRUE
ES_2108485,F,ES,Spanish,roman,IE,Europe,1,r,TRUE
ES_2108485,F,ES,Spanish,roman,IE,Europe,2,l,TRUE
ES_2108595,F,ES,Spanish,roman,IE,Europe,1,l,FALSE
ES_2108595,F,ES,Spanish,roman,IE,Europe,2,r,TRUE
ES_2108740,F,ES,Spanish,roman,IE,Europe,1,l,TRUE
ES_2108740,F,ES,Spanish,roman,IE,Europe,2,r,TRUE
ES_2109053,F,ES,Spanish,roman,IE,Europe,1,r,TRUE
ES_2109053,F,ES,Spanish,roman,IE,Europe,2,l,TRUE
ES_2110814,F,ES,Spanish,roman,IE,Europe,1,r,TRUE
ES_2110814,F,ES,Spanish,roman,IE,Europe,2,l,TRUE
FA_2043490,F,FA,Farsi,different,IE,Greater Mesopotamia,1,r,TRUE
FA_2043490,F,FA,Farsi,different,IE,Greater Mesopotamia,2,l,TRUE
FA_2068709,F,FA,Farsi,different,IE,Greater Mesopotamia,1,l,TRUE
FA_2068709,F,FA,Farsi,different,IE,Greater Mesopotamia,2,r,TRUE
FA_2086501,F,FA,Farsi,different,IE,Greater Mesopotamia,1,l,TRUE
FA_2086501,F,FA,Farsi,different,IE,Greater Mesopotamia,2,r,TRUE
FA_2103514,F,FA,Farsi,different,IE,Greater Mesopotamia,1,r,TRUE
FA_2103514,F,FA,Farsi,different,IE,Greater Mesopotamia,2,l,TRUE
FA_2103865,M,FA,Farsi,different,IE,Greater Mesopotamia,1,r,TRUE
FA_2103865,M,FA,Farsi,different,IE,Greater Mesopotamia,2,l,TRUE
FA_2104128,F,FA,Farsi,different,IE,Greater Mesopotamia,1,r,TRUE
FA_2104128,F,FA,Farsi,different,IE,Greater Mesopotamia,2,l,TRUE
FA_2105292,M,FA,Farsi,different,IE,Greater Mesopotamia,1,l,FALSE
FA_2105292,M,FA,Farsi,different,IE,Greater Mesopotamia,2,r,TRUE
FA_2120082,F,FA,Farsi,different,IE,Greater Mesopotamia,1,l,TRUE
FA_2120082,F,FA,Farsi,different,IE,Greater Mesopotamia,2,r,TRUE
FA_2142305,M,FA,Farsi,different,IE,Greater Mesopotamia,1,r,TRUE
FA_2142305,M,FA,Farsi,different,IE,Greater Mesopotamia,2,l,TRUE
FA_2147376,F,FA,Farsi,different,IE,Greater Mesopotamia,1,r,FALSE
FA_2147376,F,FA,Farsi,different,IE,Greater Mesopotamia,2,l,TRUE
FA_2150860,F,FA,Farsi,different,IE,Greater Mesopotamia,1,l,FALSE
FA_2150860,F,FA,Farsi,different,IE,Greater Mesopotamia,2,r,TRUE
FA_2150878,M,FA,Farsi,different,IE,Greater Mesopotamia,1,l,TRUE
FA_2150878,M,FA,Farsi,different,IE,Greater Mesopotamia,2,r,TRUE
FA_2151101,F,FA,Farsi,different,IE,Greater Mesopotamia,1,r,TRUE
FA_2151101,F,FA,Farsi,different,IE,Greater Mesopotamia,2,l,TRUE
FA_2151146,M,FA,Farsi,different,IE,Greater Mesopotamia,1,l,TRUE
FA_2151146,M,FA,Farsi,different,IE,Greater Mesopotamia,2,r,TRUE
FA_2151452,F,FA,Farsi,different,IE,Greater Mesopotamia,1,r,TRUE
FA_2151452,F,FA,Farsi,different,IE,Greater Mesopotamia,2,l,TRUE
FA_2151502,F,FA,Farsi,different,IE,Greater Mesopotamia,1,l,TRUE
FA_2151502,F,FA,Farsi,different,IE,Greater Mesopotamia,2,r,TRUE
FA_2151685,M,FA,Farsi,different,IE,Greater Mesopotamia,1,l,TRUE
FA_2151685,M,FA,Farsi,different,IE,Greater Mesopotamia,2,r,TRUE
FA_2151791,M,FA,Farsi,different,IE,Greater Mesopotamia,1,r,TRUE
FA_2151791,M,FA,Farsi,different,IE,Greater Mesopotamia,2,l,TRUE
FA_2152327,M,FA,Farsi,different,IE,Greater Mesopotamia,1,r,TRUE
FA_2152327,M,FA,Farsi,different,IE,Greater Mesopotamia,2,l,TRUE
FA_2152433,M,FA,Farsi,different,IE,Greater Mesopotamia,1,r,TRUE
FA_2152433,M,FA,Farsi,different,IE,Greater Mesopotamia,2,l,TRUE
FA_2152646,M,FA,Farsi,different,IE,Greater Mesopotamia,1,r,TRUE
FA_2152646,M,FA,Farsi,different,IE,Greater Mesopotamia,2,l,TRUE
FI_2114535,F,FI,Finnish,roman,Finno-Ugric,Inner Asia,1,r,TRUE
FI_2114535,F,FI,Finnish,roman,Finno-Ugric,Inner Asia,2,l,TRUE
FI_2114566,M,FI,Finnish,roman,Finno-Ugric,Inner Asia,1,r,TRUE
FI_2114566,M,FI,Finnish,roman,Finno-Ugric,Inner Asia,2,l,TRUE
FI_2114593,F,FI,Finnish,roman,Finno-Ugric,Inner Asia,1,r,TRUE
FI_2114593,F,FI,Finnish,roman,Finno-Ugric,Inner Asia,2,l,TRUE
FI_2114884,M,FI,Finnish,roman,Finno-Ugric,Inner Asia,1,l,TRUE
FI_2114884,M,FI,Finnish,roman,Finno-Ugric,Inner Asia,2,r,TRUE
FI_2116020,F,FI,Finnish,roman,Finno-Ugric,Inner Asia,1,l,TRUE
FI_2116020,F,FI,Finnish,roman,Finno-Ugric,Inner Asia,2,r,TRUE
FI_2117276,F,FI,Finnish,roman,Finno-Ugric,Inner Asia,1,r,TRUE
FI_2117276,F,FI,Finnish,roman,Finno-Ugric,Inner Asia,2,l,TRUE
FI_2117492,F,FI,Finnish,roman,Finno-Ugric,Inner Asia,1,l,TRUE
FI_2117492,F,FI,Finnish,roman,Finno-Ugric,Inner Asia,2,r,TRUE
FI_2121858,M,FI,Finnish,roman,Finno-Ugric,Inner Asia,1,r,TRUE
FI_2121858,M,FI,Finnish,roman,Finno-Ugric,Inner Asia,2,l,TRUE
FI_2122176,M,FI,Finnish,roman,Finno-Ugric,Inner Asia,1,r,TRUE
FI_2122176,M,FI,Finnish,roman,Finno-Ugric,Inner Asia,2,l,TRUE
FI_2143935,M,FI,Finnish,roman,Finno-Ugric,Inner Asia,1,r,TRUE
FI_2143935,M,FI,Finnish,roman,Finno-Ugric,Inner Asia,2,l,TRUE
FI_2145326,F,FI,Finnish,roman,Finno-Ugric,Inner Asia,1,l,TRUE
FI_2145326,F,FI,Finnish,roman,Finno-Ugric,Inner Asia,2,r,TRUE
FI_2149185,M,FI,Finnish,roman,Finno-Ugric,Inner Asia,1,r,TRUE
FI_2149185,M,FI,Finnish,roman,Finno-Ugric,Inner Asia,2,l,TRUE
FI_2149332,F,FI,Finnish,roman,Finno-Ugric,Inner Asia,1,r,TRUE
FI_2149332,F,FI,Finnish,roman,Finno-Ugric,Inner Asia,2,l,TRUE
FI_2149565,M,FI,Finnish,roman,Finno-Ugric,Inner Asia,1,l,TRUE
FI_2149565,M,FI,Finnish,roman,Finno-Ugric,Inner Asia,2,r,TRUE
FI_2149709,F,FI,Finnish,roman,Finno-Ugric,Inner Asia,1,l,TRUE
FI_2149709,F,FI,Finnish,roman,Finno-Ugric,Inner Asia,2,r,TRUE
FI_2154435,F,FI,Finnish,roman,Finno-Ugric,Inner Asia,1,l,TRUE
FI_2154435,F,FI,Finnish,roman,Finno-Ugric,Inner Asia,2,r,TRUE
FI_2190244,F,FI,Finnish,roman,Finno-Ugric,Inner Asia,1,l,TRUE
FI_2190244,F,FI,Finnish,roman,Finno-Ugric,Inner Asia,2,r,TRUE
FR_2074614,F,FR,French,roman,IE,Europe,1,r,TRUE
FR_2074614,F,FR,French,roman,IE,Europe,2,l,TRUE
FR_2088693,F,FR,French,roman,IE,Europe,1,r,TRUE
FR_2088693,F,FR,French,roman,IE,Europe,2,l,TRUE
FR_2088799,F,FR,French,roman,IE,Europe,1,l,TRUE
FR_2088799,F,FR,French,roman,IE,Europe,2,r,TRUE
FR_2093434,F,FR,French,roman,IE,Europe,1,r,TRUE
FR_2093434,F,FR,French,roman,IE,Europe,2,l,TRUE
FR_2098048,F,FR,French,roman,IE,Europe,1,r,TRUE
FR_2098048,F,FR,French,roman,IE,Europe,2,l,TRUE
FR_2098380,F,FR,French,roman,IE,Europe,1,r,TRUE
FR_2098380,F,FR,French,roman,IE,Europe,2,l,TRUE
FR_2098486,F,FR,French,roman,IE,Europe,1,r,TRUE
FR_2098486,F,FR,French,roman,IE,Europe,2,l,TRUE
FR_2098592,M,FR,French,roman,IE,Europe,1,r,TRUE
FR_2098592,M,FR,French,roman,IE,Europe,2,l,TRUE
FR_2098612,F,FR,French,roman,IE,Europe,1,l,TRUE
FR_2098612,F,FR,French,roman,IE,Europe,2,r,TRUE
FR_2098726,F,FR,French,roman,IE,Europe,1,r,TRUE
FR_2098726,F,FR,French,roman,IE,Europe,2,l,TRUE
FR_2098910,M,FR,French,roman,IE,Europe,1,l,TRUE
FR_2098910,M,FR,French,roman,IE,Europe,2,r,TRUE
FR_2099016,F,FR,French,roman,IE,Europe,1,r,TRUE
FR_2099016,F,FR,French,roman,IE,Europe,2,l,TRUE
FR_2099122,F,FR,French,roman,IE,Europe,1,l,TRUE
FR_2099122,F,FR,French,roman,IE,Europe,2,r,TRUE
FR_2099228,M,FR,French,roman,IE,Europe,1,r,TRUE
FR_2099228,M,FR,French,roman,IE,Europe,2,l,TRUE
FR_2099334,F,FR,French,roman,IE,Europe,1,r,TRUE
FR_2099334,F,FR,French,roman,IE,Europe,2,l,TRUE
FR_2099642,F,FR,French,roman,IE,Europe,1,l,TRUE
FR_2099642,F,FR,French,roman,IE,Europe,2,r,TRUE
FR_2099761,F,FR,French,roman,IE,Europe,1,r,TRUE
FR_2099761,F,FR,French,roman,IE,Europe,2,l,TRUE
FR_2099763,F,FR,French,roman,IE,Europe,1,r,TRUE
FR_2099763,F,FR,French,roman,IE,Europe,2,l,TRUE
