ID,sex,Language,Name,Script,Family,Autotyp_Area,trial,Condition,match
FR_2100322,F,FR,French,roman,IE,Europe,1,r,TRUE
FR_2100322,F,FR,French,roman,IE,Europe,2,l,TRUE
FR_2100536,M,FR,French,roman,IE,Europe,1,r,TRUE
FR_2100536,M,FR,French,roman,IE,Europe,2,l,TRUE
FR_2100701,M,FR,French,roman,IE,Europe,1,l,TRUE
FR_2100701,M,FR,French,roman,IE,Europe,2,r,TRUE
FR_2100714,F,FR,French,roman,IE,Europe,1,l,TRUE
FR_2100714,F,FR,French,roman,IE,Europe,2,r,TRUE
FR_2100799,F,FR,French,roman,IE,Europe,1,l,TRUE
FR_2100799,F,FR,French,roman,IE,Europe,2,r,TRUE
FR_2100971,M,FR,French,roman,IE,Europe,1,l,TRUE
FR_2100971,M,FR,French,roman,IE,Europe,2,r,TRUE
FR_2101024,F,FR,French,roman,IE,Europe,1,l,TRUE
FR_2101024,F,FR,French,roman,IE,Europe,2,r,TRUE
FR_2101380,M,FR,French,roman,IE,Europe,1,l,TRUE
FR_2101380,M,FR,French,roman,IE,Europe,2,r,TRUE
FR_2101720,F,FR,French,roman,IE,Europe,1,l,TRUE
FR_2101720,F,FR,French,roman,IE,Europe,2,r,TRUE
FR_2101747,F,FR,French,roman,IE,Europe,1,l,TRUE
FR_2101747,F,FR,French,roman,IE,Europe,2,r,TRUE
FR_2102035,F,FR,French,roman,IE,Europe,1,l,TRUE
FR_2102035,F,FR,French,roman,IE,Europe,2,r,TRUE
FR_2102295,M,EN,English,roman,IE,Europe,1,r,TRUE
FR_2102295,M,EN,English,roman,IE,Europe,2,l,TRUE
FR_2102421,M,FR,French,roman,IE,Europe,1,r,TRUE
FR_2102421,M,FR,French,roman,IE,Europe,2,l,TRUE
FR_2102527,F,FR,French,roman,IE,Europe,1,r,TRUE
FR_2102527,F,FR,French,roman,IE,Europe,2,l,TRUE
FR_2102654,M,FR,French,roman,IE,Europe,1,r,TRUE
FR_2102654,M,FR,French,roman,IE,Europe,2,l,TRUE
FR_2103186,F,FR,French,roman,IE,Europe,1,l,TRUE
FR_2103186,F,FR,French,roman,IE,Europe,2,r,TRUE
FR_2103402,M,FR,French,roman,IE,Europe,1,l,TRUE
FR_2103402,M,FR,French,roman,IE,Europe,2,r,TRUE
FR_2103653,F,FR,French,roman,IE,Europe,1,l,TRUE
FR_2103653,F,FR,French,roman,IE,Europe,2,r,TRUE
FR_2104234,F,FR,French,roman,IE,Europe,1,l,TRUE
FR_2104234,F,FR,French,roman,IE,Europe,2,r,TRUE
FR_2104340,M,FR,French,roman,IE,Europe,1,r,TRUE
FR_2104340,M,FR,French,roman,IE,Europe,2,l,TRUE
FR_2105020,F,RU,Russian,different,IE,Inner Asia,1,r,TRUE
FR_2105020,F,RU,Russian,different,IE,Inner Asia,2,l,TRUE
FR_2105186,M,RU,Russian,different,IE,Inner Asia,1,l,FALSE
FR_2105186,M,RU,Russian,different,IE,Inner Asia,2,r,TRUE
FR_2105871,F,FR,French,roman,IE,Europe,1,l,TRUE
FR_2105871,F,FR,French,roman,IE,Europe,2,r,TRUE
FR_2105874,F,FR,French,roman,IE,Europe,1,r,TRUE
FR_2105874,F,FR,French,roman,IE,Europe,2,l,TRUE
FR_2106197,F,FR,French,roman,IE,Europe,1,l,TRUE
FR_2106197,F,FR,French,roman,IE,Europe,2,r,TRUE
FR_2106314,M,FR,French,roman,IE,Europe,1,l,TRUE
FR_2106314,M,FR,French,roman,IE,Europe,2,r,TRUE
FR_2106427,F,FR,French,roman,IE,Europe,1,l,TRUE
FR_2106427,F,FR,French,roman,IE,Europe,2,r,TRUE
FR_2106623,M,FR,French,roman,IE,Europe,1,r,TRUE
FR_2106623,M,FR,French,roman,IE,Europe,2,l,TRUE
FR_2106696,M,FR,French,roman,IE,Europe,1,r,TRUE
FR_2106696,M,FR,French,roman,IE,Europe,2,l,TRUE
FR_2107027,F,FR,French,roman,IE,Europe,1,r,FALSE
FR_2107027,F,FR,French,roman,IE,Europe,2,l,TRUE
FR_2107135,M,FR,French,roman,IE,Europe,1,l,TRUE
FR_2107135,M,FR,French,roman,IE,Europe,2,r,TRUE
FR_2107395,F,FR,French,roman,IE,Europe,1,r,TRUE
FR_2107395,F,FR,French,roman,IE,Europe,2,l,TRUE
FR_2107540,F,FR,French,roman,IE,Europe,1,r,TRUE
FR_2107540,F,FR,French,roman,IE,Europe,2,l,TRUE
FR_2107646,F,FR,French,roman,IE,Europe,1,l,TRUE
FR_2107646,F,FR,French,roman,IE,Europe,2,r,TRUE
FR_2108947,F,FR,French,roman,IE,Europe,1,l,TRUE
FR_2108947,F,FR,French,roman,IE,Europe,2,r,TRUE
FR_2112372,F,FR,French,roman,IE,Europe,1,l,TRUE
FR_2112372,F,FR,French,roman,IE,Europe,2,r,TRUE
FR_2113664,F,FR,French,roman,IE,Europe,1,r,TRUE
FR_2113664,F,FR,French,roman,IE,Europe,2,l,TRUE
FR_2113913,F,FR,French,roman,IE,Europe,1,l,TRUE
FR_2113913,F,FR,French,roman,IE,Europe,2,r,TRUE
FR_2119495,M,FR,French,roman,IE,Europe,1,l,TRUE
FR_2119495,M,FR,French,roman,IE,Europe,2,r,TRUE
FR_2120324,F,FR,French,roman,IE,Europe,1,l,TRUE
FR_2120324,F,FR,French,roman,IE,Europe,2,r,TRUE
FR_2123564,F,FR,French,roman,IE,Europe,1,r,TRUE
FR_2123564,F,FR,French,roman,IE,Europe,2,l,TRUE
GE_2078462,F,GE,Georgian,different,Kartvelian,Greater Mesopotamia,1,l,TRUE
GE_2078462,F,GE,Georgian,different,Kartvelian,Greater Mesopotamia,2,r,TRUE
GE_2110923,M,GE,Georgian,different,Kartvelian,Greater Mesopotamia,1,l,TRUE
GE_2110923,M,GE,Georgian,different,Kartvelian,Greater Mesopotamia,2,r,TRUE
GE_2111129,F,GE,Georgian,different,Kartvelian,Greater Mesopotamia,1,r,TRUE
GE_2111129,F,GE,Georgian,different,Kartvelian,Greater Mesopotamia,2,l,TRUE
GE_2111235,F,GE,Georgian,different,Kartvelian,Greater Mesopotamia,1,r,TRUE
GE_2111235,F,GE,Georgian,different,Kartvelian,Greater Mesopotamia,2,l,TRUE
GE_2111237,F,GE,Georgian,different,Kartvelian,Greater Mesopotamia,1,r,FALSE
GE_2111237,F,GE,Georgian,different,Kartvelian,Greater Mesopotamia,2,l,FALSE
GE_2111476,F,GE,Georgian,different,Kartvelian,Greater Mesopotamia,1,l,TRUE
GE_2111476,F,GE,Georgian,different,Kartvelian,Greater Mesopotamia,2,r,TRUE
GE_2113770,F,GE,Georgian,different,Kartvelian,Greater Mesopotamia,1,r,TRUE
GE_2113770,F,GE,Georgian,different,Kartvelian,Greater Mesopotamia,2,l,TRUE
GE_2130542,F,GE,Georgian,different,Kartvelian,Greater Mesopotamia,1,r,TRUE
GE_2130542,F,GE,Georgian,different,Kartvelian,Greater Mesopotamia,2,l,TRUE
GE_2131086,F,GE,Georgian,different,Kartvelian,Greater Mesopotamia,1,r,TRUE
GE_2131086,F,GE,Georgian,different,Kartvelian,Greater Mesopotamia,2,l,TRUE
GE_2131090,F,RU,Russian,different,IE,Inner Asia,1,l,TRUE
GE_2131090,F,RU,Russian,different,IE,Inner Asia,2,r,TRUE
GE_2134616,F,GE,Georgian,different,Kartvelian,Greater Mesopotamia,1,r,TRUE
GE_2134616,F,GE,Georgian,different,Kartvelian,Greater Mesopotamia,2,l,TRUE
GE_2144580,F,GE,Georgian,different,Kartvelian,Greater Mesopotamia,1,r,TRUE
GE_2144580,F,GE,Georgian,different,Kartvelian,Greater Mesopotamia,2,l,TRUE
GE_2145379,M,GE,Georgian,different,Kartvelian,Greater Mesopotamia,1,l,FALSE
GE_2145379,M,GE,Georgian,different,Kartvelian,Greater Mesopotamia,2,r,TRUE
GE_2148242,M,GE,Georgian,different,Kartvelian,Greater Mesopotamia,1,l,TRUE
GE_2148242,M,GE,Georgian,different,Kartvelian,Greater Mesopotamia,2,r,TRUE
GE_2186931,F,GE,Georgian,different,Kartvelian,Greater Mesopotamia,1,l,TRUE
GE_2186931,F,GE,Georgian,different,Kartvelian,Greater Mesopotamia,2,r,TRUE
GE_2199787,F,GE,Georgian,different,Kartvelian,Greater Mesopotamia,1,r,FALSE
GE_2199787,F,GE,Georgian,different,Kartvelian,Greater Mesopotamia,2,l,TRUE
GR_2037162,M,GR,Greek,different,IE,Europe,1,r,TRUE
GR_2037162,M,GR,Greek,different,IE,Europe,2,l,TRUE
GR_2037268,F,GR,Greek,different,IE,Europe,1,l,TRUE
GR_2037268,F,GR,Greek,different,IE,Europe,2,r,TRUE
GR_2037450,M,GR,Greek,different,IE,Europe,1,r,TRUE
GR_2037450,M,GR,Greek,different,IE,Europe,2,l,TRUE
GR_2037556,F,GR,Greek,different,IE,Europe,1,r,TRUE
GR_2037556,F,GR,Greek,different,IE,Europe,2,l,TRUE
GR_2037777,F,GR,Greek,different,IE,Europe,1,l,TRUE
GR_2037777,F,GR,Greek,different,IE,Europe,2,r,TRUE
GR_2038207,M,GR,Greek,different,IE,Europe,1,l,TRUE
GR_2038207,M,GR,Greek,different,IE,Europe,2,r,TRUE
GR_2039546,F,GR,Greek,different,IE,Europe,1,r,TRUE
GR_2039546,F,GR,Greek,different,IE,Europe,2,l,TRUE
GR_2041501,F,GR,Greek,different,IE,Europe,1,r,TRUE
GR_2041501,F,GR,Greek,different,IE,Europe,2,l,TRUE
GR_2041607,F,GR,Greek,different,IE,Europe,1,l,TRUE
GR_2041607,F,GR,Greek,different,IE,Europe,2,r,TRUE
GR_2041713,F,GR,Greek,different,IE,Europe,1,l,TRUE
GR_2041713,F,GR,Greek,different,IE,Europe,2,r,TRUE
GR_2041819,F,GR,Greek,different,IE,Europe,1,r,TRUE
GR_2041819,F,GR,Greek,different,IE,Europe,2,l,TRUE
GR_2041966,F,GR,Greek,different,IE,Europe,1,r,TRUE
GR_2041966,F,GR,Greek,different,IE,Europe,2,l,TRUE
GR_2042476,F,GR,Greek,different,IE,Europe,1,l,TRUE
GR_2042476,F,GR,Greek,different,IE,Europe,2,r,TRUE
GR_2047985,F,GR,Greek,different,IE,Europe,1,l,TRUE
GR_2047985,F,GR,Greek,different,IE,Europe,2,r,TRUE
GR_2052152,F,GR,Greek,different,IE,Europe,1,l,TRUE
GR_2052152,F,GR,Greek,different,IE,Europe,2,r,TRUE
GR_2052285,F,GR,Greek,different,IE,Europe,1,r,TRUE
GR_2052285,F,GR,Greek,different,IE,Europe,2,l,TRUE
GR_2052534,F,GR,Greek,different,IE,Europe,1,l,TRUE
GR_2052534,F,GR,Greek,different,IE,Europe,2,r,TRUE
GR_2052566,M,GR,Greek,different,IE,Europe,1,l,TRUE
GR_2052566,M,GR,Greek,different,IE,Europe,2,r,TRUE
GR_2052661,F,GR,Greek,different,IE,Europe,1,r,TRUE
GR_2052661,F,GR,Greek,different,IE,Europe,2,l,TRUE
GR_2052791,F,GR,Greek,different,IE,Europe,1,r,TRUE
GR_2052791,F,GR,Greek,different,IE,Europe,2,l,TRUE
GR_2052834,F,GR,Greek,different,IE,Europe,1,r,TRUE
GR_2052834,F,GR,Greek,different,IE,Europe,2,l,TRUE
GR_2052940,F,GR,Greek,different,IE,Europe,1,l,TRUE
GR_2052940,F,GR,Greek,different,IE,Europe,2,r,TRUE
GR_2052949,F,GR,Greek,different,IE,Europe,1,l,TRUE
GR_2052949,F,GR,Greek,different,IE,Europe,2,r,TRUE
GR_2053049,F,GR,Greek,different,IE,Europe,1,l,TRUE
GR_2053049,F,GR,Greek,different,IE,Europe,2,r,TRUE
GR_2053235,F,GR,Greek,different,IE,Europe,1,r,FALSE
GR_2053235,F,GR,Greek,different,IE,Europe,2,l,TRUE
GR_2053499,F,GR,Greek,different,IE,Europe,1,l,TRUE
GR_2053499,F,GR,Greek,different,IE,Europe,2,r,TRUE
GR_2053502,M,GR,Greek,different,IE,Europe,1,r,TRUE
GR_2053502,M,GR,Greek,different,IE,Europe,2,l,TRUE
GR_2053549,F,GR,Greek,different,IE,Europe,1,r,TRUE
GR_2053549,F,GR,Greek,different,IE,Europe,2,l,TRUE
GR_2053562,M,GR,Greek,different,IE,Europe,1,l,FALSE
GR_2053562,M,GR,Greek,different,IE,Europe,2,r,TRUE
GR_2053930,F,GR,Greek,different,IE,Europe,1,r,TRUE
GR_2053930,F,GR,Greek,different,IE,Europe,2,l,TRUE
GR_2054044,F,GR,Greek,different,IE,Europe,1,r,TRUE
GR_2054044,F,GR,Greek,different,IE,Europe,2,l,TRUE
GR_2054169,F,GR,Greek,different,IE,Europe,1,r,TRUE
GR_2054169,F,GR,Greek,different,IE,Europe,2,l,TRUE
GR_2054347,F,GR,Greek,different,IE,Europe,1,l,TRUE
GR_2054347,F,GR,Greek,different,IE,Europe,2,r,TRUE
GR_2054559,F,GR,Greek,different,IE,Europe,1,r,FALSE
GR_2054559,F,GR,Greek,different,IE,Europe,2,l,TRUE
GR_2054665,F,GR,Greek,different,IE,Europe,1,r,TRUE
GR_2054665,F,GR,Greek,different,IE,Europe,2,l,TRUE
GR_2054771,M,GR,Greek,different,IE,Europe,1,l,TRUE
GR_2054771,M,GR,Greek,different,IE,Europe,2,r,TRUE
GR_2054858,F,GR,Greek,different,IE,Europe,1,l,TRUE
GR_2054858,F,GR,Greek,different,IE,Europe,2,r,TRUE
GR_2054929,F,GR,Greek,different,IE,Europe,1,l,TRUE
GR_2054929,F,GR,Greek,different,IE,Europe,2,r,TRUE
GR_2055020,F,GR,Greek,different,IE,Europe,1,r,TRUE
GR_2055020,F,GR,Greek,different,IE,Europe,2,l,TRUE
GR_2055292,F,GR,Greek,different,IE,Europe,1,l,TRUE
GR_2055292,F,GR,Greek,different,IE,Europe,2,r,TRUE
GR_2055527,M,GR,Greek,different,IE,Europe,1,l,FALSE
GR_2055527,M,GR,Greek,different,IE,Europe,2,r,TRUE
GR_2144270,M,GR,Greek,different,IE,Europe,1,r,TRUE
GR_2144270,M,GR,Greek,different,IE,Europe,2,l,TRUE
HU_2100212,M,HU,Hungarian,roman,Finno-Ugric,Europe,1,r,TRUE
HU_2100212,M,HU,Hungarian,roman,Finno-Ugric,Europe,2,l,TRUE
HU_2114319,F,HU,Hungarian,roman,Finno-Ugric,Europe,1,l,TRUE
HU_2114319,F,HU,Hungarian,roman,Finno-Ugric,Europe,2,r,TRUE
HU_2115022,F,HU,Hungarian,roman,Finno-Ugric,Europe,1,l,TRUE
HU_2115022,F,HU,Hungarian,roman,Finno-Ugric,Europe,2,r,TRUE
HU_2115135,F,HU,Hungarian,roman,Finno-Ugric,Europe,1,r,TRUE
HU_2115135,F,HU,Hungarian,roman,Finno-Ugric,Europe,2,l,TRUE
HU_2115509,F,HU,Hungarian,roman,Finno-Ugric,Europe,1,l,TRUE
HU_2115509,F,HU,Hungarian,roman,Finno-Ugric,Europe,2,r,TRUE
HU_2115615,F,HU,Hungarian,roman,Finno-Ugric,Europe,1,l,TRUE
HU_2115615,F,HU,Hungarian,roman,Finno-Ugric,Europe,2,r,TRUE
HU_2115723,F,HU,Hungarian,roman,Finno-Ugric,Europe,1,r,TRUE
HU_2115723,F,HU,Hungarian,roman,Finno-Ugric,Europe,2,l,TRUE
HU_2115908,F,HU,Hungarian,roman,Finno-Ugric,Europe,1,l,TRUE
HU_2115908,F,HU,Hungarian,roman,Finno-Ugric,Europe,2,r,TRUE
HU_2116177,F,HU,Hungarian,roman,Finno-Ugric,Europe,1,r,TRUE
HU_2116177,F,HU,Hungarian,roman,Finno-Ugric,Europe,2,l,TRUE
HU_2116335,F,HU,Hungarian,roman,Finno-Ugric,Europe,1,r,TRUE
HU_2116335,F,HU,Hungarian,roman,Finno-Ugric,Europe,2,l,TRUE
HU_2116551,F,HU,Hungarian,roman,Finno-Ugric,Europe,1,r,TRUE
HU_2116551,F,HU,Hungarian,roman,Finno-Ugric,Europe,2,l,TRUE
HU_2116880,M,HU,Hungarian,roman,Finno-Ugric,Europe,1,l,TRUE
HU_2116880,M,HU,Hungarian,roman,Finno-Ugric,Europe,2,r,TRUE
HU_2117002,M,HU,Hungarian,roman,Finno-Ugric,Europe,1,l,FALSE
HU_2117002,M,HU,Hungarian,roman,Finno-Ugric,Europe,2,r,TRUE
HU_2117239,F,HU,Hungarian,roman,Finno-Ugric,Europe,1,r,TRUE
HU_2117239,F,HU,Hungarian,roman,Finno-Ugric,Europe,2,l,TRUE
HU_2117798,F,HU,Hungarian,roman,Finno-Ugric,Europe,1,l,TRUE
HU_2117798,F,HU,Hungarian,roman,Finno-Ugric,Europe,2,r,TRUE
HU_2117904,F,HU,Hungarian,roman,Finno-Ugric,Europe,1,l,TRUE
HU_2117904,F,HU,Hungarian,roman,Finno-Ugric,Europe,2,r,TRUE
HU_2117961,M,HU,Hungarian,roman,Finno-Ugric,Europe,1,l,TRUE
HU_2117961,M,HU,Hungarian,roman,Finno-Ugric,Europe,2,r,TRUE
HU_2118240,F,HU,Hungarian,roman,Finno-Ugric,Europe,1,r,TRUE
HU_2118240,F,HU,Hungarian,roman,Finno-Ugric,Europe,2,l,TRUE
HU_2118346,F,HU,Hungarian,roman,Finno-Ugric,Europe,1,r,TRUE
HU_2118346,F,HU,Hungarian,roman,Finno-Ugric,Europe,2,l,TRUE
HU_2118683,F,HU,Hungarian,roman,Finno-Ugric,Europe,1,r,TRUE
HU_2118683,F,HU,Hungarian,roman,Finno-Ugric,Europe,2,l,TRUE
HU_2118857,F,HU,Hungarian,roman,Finno-Ugric,Europe,1,l,TRUE
HU_2118857,F,HU,Hungarian,roman,Finno-Ugric,Europe,2,r,TRUE
HU_2118967,F,HU,Hungarian,roman,Finno-Ugric,Europe,1,r,TRUE
HU_2118967,F,HU,Hungarian,roman,Finno-Ugric,Europe,2,l,TRUE
HU_2119177,F,HU,Hungarian,roman,Finno-Ugric,Europe,1,l,TRUE
HU_2119177,F,HU,Hungarian,roman,Finno-Ugric,Europe,2,r,TRUE
HU_2119283,M,HU,Hungarian,roman,Finno-Ugric,Europe,1,l,TRUE
HU_2119283,M,HU,Hungarian,roman,Finno-Ugric,Europe,2,r,TRUE
HU_2119389,F,HU,Hungarian,roman,Finno-Ugric,Europe,1,r,TRUE
HU_2119389,F,HU,Hungarian,roman,Finno-Ugric,Europe,2,l,TRUE
HU_2119601,F,HU,Hungarian,roman,Finno-Ugric,Europe,1,l,TRUE
HU_2119601,F,HU,Hungarian,roman,Finno-Ugric,Europe,2,r,TRUE
HU_2147124,F,HU,Hungarian,roman,Finno-Ugric,Europe,1,l,TRUE
HU_2147124,F,HU,Hungarian,roman,Finno-Ugric,Europe,2,r,TRUE
HU_2147265,M,HU,Hungarian,roman,Finno-Ugric,Europe,1,r,TRUE
HU_2147265,M,HU,Hungarian,roman,Finno-Ugric,Europe,2,l,TRUE
HU_2147482,M,HU,Hungarian,roman,Finno-Ugric,Europe,1,r,TRUE
HU_2147482,M,HU,Hungarian,roman,Finno-Ugric,Europe,2,l,TRUE
HU_2147593,F,HU,Hungarian,roman,Finno-Ugric,Europe,1,l,TRUE
HU_2147593,F,HU,Hungarian,roman,Finno-Ugric,Europe,2,r,TRUE
HU_2147763,F,HU,Hungarian,roman,Finno-Ugric,Europe,1,l,FALSE
HU_2147763,F,HU,Hungarian,roman,Finno-Ugric,Europe,2,r,TRUE
HU_2149459,F,HU,Hungarian,roman,Finno-Ugric,Europe,1,r,TRUE
HU_2149459,F,HU,Hungarian,roman,Finno-Ugric,Europe,2,l,TRUE
IT_2061913,F,IT,Italian,roman,IE,Europe,1,r,TRUE
IT_2061913,F,IT,Italian,roman,IE,Europe,2,l,TRUE
IT_2062631,F,IT,Italian,roman,IE,Europe,1,r,TRUE
IT_2062631,F,IT,Italian,roman,IE,Europe,2,l,TRUE
IT_2063416,F,IT,Italian,roman,IE,Europe,1,l,TRUE
IT_2063416,F,IT,Italian,roman,IE,Europe,2,r,TRUE
IT_2068721,F,IT,Italian,roman,IE,Europe,1,l,FALSE
IT_2068721,F,IT,Italian,roman,IE,Europe,2,r,TRUE
IT_2068921,M,IT,Italian,roman,IE,Europe,1,r,FALSE
IT_2068921,M,IT,Italian,roman,IE,Europe,2,l,TRUE
IT_2069027,M,IT,Italian,roman,IE,Europe,1,r,TRUE
IT_2069027,M,IT,Italian,roman,IE,Europe,2,l,TRUE
IT_2069241,M,FR,French,roman,IE,Europe,1,l,TRUE
IT_2069241,M,FR,French,roman,IE,Europe,2,r,TRUE
IT_2069245,F,IT,Italian,roman,IE,Europe,1,r,TRUE
IT_2069245,F,IT,Italian,roman,IE,Europe,2,l,TRUE
IT_2069422,M,IT,Italian,roman,IE,Europe,1,l,TRUE
IT_2069422,M,IT,Italian,roman,IE,Europe,2,r,TRUE
IT_2069712,M,IT,Italian,roman,IE,Europe,1,r,TRUE
IT_2069712,M,IT,Italian,roman,IE,Europe,2,l,FALSE
IT_2070120,F,IT,Italian,roman,IE,Europe,1,l,TRUE
IT_2070120,F,IT,Italian,roman,IE,Europe,2,r,TRUE
IT_2070332,F,IT,Italian,roman,IE,Europe,1,r,TRUE
IT_2070332,F,IT,Italian,roman,IE,Europe,2,l,TRUE
IT_2070438,F,IT,Italian,roman,IE,Europe,1,l,FALSE
IT_2070438,F,IT,Italian,roman,IE,Europe,2,r,TRUE
IT_2070544,F,IT,Italian,roman,IE,Europe,1,r,TRUE
IT_2070544,F,IT,Italian,roman,IE,Europe,2,l,TRUE
IT_2070565,F,IT,Italian,roman,IE,Europe,1,l,TRUE
IT_2070565,F,IT,Italian,roman,IE,Europe,2,r,TRUE
IT_2070814,F,IT,Italian,roman,IE,Europe,1,r,TRUE
IT_2070814,F,IT,Italian,roman,IE,Europe,2,l,TRUE
IT_2070920,M,DE,German,roman,IE,Europe,1,l,TRUE
IT_2070920,M,DE,German,roman,IE,Europe,2,r,TRUE
IT_2073200,F,IT,Italian,roman,IE,Europe,1,l,TRUE
IT_2073200,F,IT,Italian,roman,IE,Europe,2,r,TRUE
IT_2073723,F,IT,Italian,roman,IE,Europe,1,r,TRUE
IT_2073723,F,IT,Italian,roman,IE,Europe,2,l,TRUE
IT_2074054,F,IT,Italian,roman,IE,Europe,1,l,TRUE
IT_2074054,F,IT,Italian,roman,IE,Europe,2,r,TRUE
IT_2074276,F,IT,Italian,roman,IE,Europe,1,l,TRUE
IT_2074276,F,IT,Italian,roman,IE,Europe,2,r,TRUE
IT_2074909,F,IT,Italian,roman,IE,Europe,1,r,TRUE
IT_2074909,F,IT,Italian,roman,IE,Europe,2,l,TRUE
IT_2074968,F,IT,Italian,roman,IE,Europe,1,r,TRUE
IT_2074968,F,IT,Italian,roman,IE,Europe,2,l,TRUE
IT_2075281,F,IT,Italian,roman,IE,Europe,1,l,TRUE
IT_2075281,F,IT,Italian,roman,IE,Europe,2,r,TRUE
IT_2075578,M,IT,Italian,roman,IE,Europe,1,r,TRUE
IT_2075578,M,IT,Italian,roman,IE,Europe,2,l,TRUE
IT_2076282,F,IT,Italian,roman,IE,Europe,1,r,TRUE
IT_2076282,F,IT,Italian,roman,IE,Europe,2,l,TRUE
IT_2076388,F,IT,Italian,roman,IE,Europe,1,l,TRUE
IT_2076388,F,IT,Italian,roman,IE,Europe,2,r,TRUE
IT_2076544,F,IT,Italian,roman,IE,Europe,1,r,TRUE
IT_2076544,F,IT,Italian,roman,IE,Europe,2,l,TRUE
IT_2076650,F,IT,Italian,roman,IE,Europe,1,r,TRUE
IT_2076650,F,IT,Italian,roman,IE,Europe,2,l,TRUE
IT_2076930,F,IT,Italian,roman,IE,Europe,1,r,TRUE
IT_2076930,F,IT,Italian,roman,IE,Europe,2,l,TRUE
IT_2077044,M,IT,Italian,roman,IE,Europe,1,l,TRUE
IT_2077044,M,IT,Italian,roman,IE,Europe,2,r,TRUE
IT_2077174,F,IT,Italian,roman,IE,Europe,1,l,FALSE
IT_2077174,F,IT,Italian,roman,IE,Europe,2,r,TRUE
IT_2078568,F,IT,Italian,roman,IE,Europe,1,l,TRUE
IT_2078568,F,IT,Italian,roman,IE,Europe,2,r,TRUE
IT_2078829,F,IT,Italian,roman,IE,Europe,1,r,TRUE
IT_2078829,F,IT,Italian,roman,IE,Europe,2,l,TRUE
IT_2078935,M,IT,Italian,roman,IE,Europe,1,l,FALSE
IT_2078935,M,IT,Italian,roman,IE,Europe,2,r,TRUE
IT_2080530,M,IT,Italian,roman,IE,Europe,1,r,TRUE
IT_2080530,M,IT,Italian,roman,IE,Europe,2,l,TRUE
IT_2081895,F,IT,Italian,roman,IE,Europe,1,l,FALSE
IT_2081895,F,IT,Italian,roman,IE,Europe,2,r,TRUE
IT_2088910,F,IT,Italian,roman,IE,Europe,1,l,TRUE
IT_2088910,F,IT,Italian,roman,IE,Europe,2,r,TRUE
IT_2095688,F,IT,Italian,roman,IE,Europe,1,l,TRUE
IT_2095688,F,IT,Italian,roman,IE,Europe,2,r,TRUE
IT_2097463,F,IT,Italian,roman,IE,Europe,1,l,FALSE
IT_2097463,F,IT,Italian,roman,IE,Europe,2,r,TRUE
IT_2100361,F,IT,Italian,roman,IE,Europe,1,l,TRUE
IT_2100361,F,IT,Italian,roman,IE,Europe,2,r,TRUE
IT_2100872,F,DE,German,roman,IE,Europe,1,l,TRUE
IT_2100872,F,DE,German,roman,IE,Europe,2,r,TRUE
IT_2103211,F,IT,Italian,roman,IE,Europe,1,l,TRUE
IT_2103211,F,IT,Italian,roman,IE,Europe,2,r,TRUE
IT_2103759,F,IT,Italian,roman,IE,Europe,1,l,TRUE
IT_2103759,F,IT,Italian,roman,IE,Europe,2,r,TRUE
IT_2105527,F,IT,Italian,roman,IE,Europe,1,r,TRUE
IT_2105527,F,IT,Italian,roman,IE,Europe,2,l,TRUE
IT_2135830,M,IT,Italian,roman,IE,Europe,1,l,TRUE
IT_2135830,M,IT,Italian,roman,IE,Europe,2,r,TRUE
IT_2146971,F,IT,Italian,roman,IE,Europe,1,r,TRUE
IT_2146971,F,IT,Italian,roman,IE,Europe,2,l,TRUE
IT_2151897,F,IT,Italian,roman,IE,Europe,1,l,TRUE
IT_2151897,F,IT,Italian,roman,IE,Europe,2,r,TRUE
IT_2189531,F,IT,Italian,roman,IE,Europe,1,r,TRUE
IT_2189531,F,IT,Italian,roman,IE,Europe,2,l,TRUE
IT_2207878,F,IT,Italian,roman,IE,Europe,1,l,TRUE
IT_2207878,F,IT,Italian,roman,IE,Europe,2,r,TRUE
JP_2026184,M,JP,Japanese,different,Japanese,N Coast Asia,1,l,TRUE
JP_2026184,M,JP,Japanese,different,Japanese,N Coast Asia,2,r,TRUE
JP_2026396,F,KR,Korean,different,Korean,N Coast Asia,1,l,TRUE
JP_2026396,F,KR,Korean,different,Korean,N Coast Asia,2,r,TRUE
JP_2027609,M,CN,Chinese,different,Sino-Tibetan,Southeast Asia,1,l,FALSE
JP_2027609,M,CN,Chinese,different,Sino-Tibetan,Southeast Asia,2,r,TRUE
JP_2027715,F,JP,Japanese,different,Japanese,N Coast Asia,1,r,TRUE
JP_2027715,F,JP,Japanese,different,Japanese,N Coast Asia,2,l,TRUE
JP_2027830,F,JP,Japanese,different,Japanese,N Coast Asia,1,r,TRUE
JP_2027830,F,JP,Japanese,different,Japanese,N Coast Asia,2,l,TRUE
JP_2027996,F,JP,Japanese,different,Japanese,N Coast Asia,1,l,TRUE
JP_2027996,F,JP,Japanese,different,Japanese,N Coast Asia,2,r,TRUE
JP_2028251,M,JP,Japanese,different,Japanese,N Coast Asia,1,r,TRUE
JP_2028251,M,JP,Japanese,different,Japanese,N Coast Asia,2,l,TRUE
JP_2028494,M,JP,Japanese,different,Japanese,N Coast Asia,1,r,TRUE
JP_2028494,M,JP,Japanese,different,Japanese,N Coast Asia,2,l,TRUE
